Age,Gender,Education Level,Years of Experience,Job Role,Industry,Current Job Title,Income Level,Location,AI Upskilling,AI Upskilling Type,Success in Hiring Process,Percentage Hike in Salary
22,Female,Bachelor's,14,Engineer,Healthcare,Software Developer,High,City_C,1,Online Courses,0,5.387644403512729
43,Female,Ph.D.,22,Manager,Healthcare,Software Developer,Low,City_C,1,Workshops,0,2.3182368407048526
47,Female,Ph.D.,13,Consultant,Education,Software Developer,Low,City_A,1,Certifications,1,8.809380530045894
39,Female,Bachelor's,12,Consultant,Finance,Financial Analyst,Medium,City_A,1,Certifications,1,3.557346804010396
35,Female,High School,24,Manager,Healthcare,Nurse,Medium,City_B,1,Online Courses,1,21.437514329419034
50,Female,Ph.D.,9,Analyst,Finance,Teacher,Medium,City_A,1,Workshops,0,7.038950338254844
33,Male,Ph.D.,1,Manager,Finance,Nurse,Low,City_B,1,Online Courses,1,6.382412402203211
57,Male,High School,19,Manager,Healthcare,Software Developer,Low,City_C,1,Certifications,0,25.722608449243637
56,Female,Ph.D.,11,Engineer,IT,Teacher,Medium,City_C,1,Workshops,0,15.653113055146893
33,Female,Ph.D.,23,Manager,Finance,Financial Analyst,Low,City_C,1,Online Courses,0,1.4261356427191239
28,Male,High School,22,Manager,Healthcare,Software Developer,Low,City_C,1,Certifications,1,11.078333675795403
50,Male,High School,23,Consultant,Finance,Software Developer,High,City_A,1,Online Courses,0,4.108992485144627
32,Male,Master's,24,Engineer,Education,Teacher,High,City_A,1,Workshops,1,23.771990413509904
54,Male,Bachelor's,22,Consultant,IT,Financial Analyst,Medium,City_B,1,Workshops,0,16.522994342387232
27,Female,Bachelor's,19,Consultant,IT,Teacher,Medium,City_B,1,Workshops,1,22.27168369711753
36,Male,High School,18,Analyst,Education,Financial Analyst,High,City_B,1,Workshops,1,11.043144617066584
53,Female,High School,12,Analyst,Education,Software Developer,Low,City_B,1,Workshops,0,11.985866925936072
32,Female,Ph.D.,23,Engineer,Finance,Nurse,Medium,City_B,1,Online Courses,1,24.035095445169965
44,Female,Master's,28,Engineer,Education,Software Developer,Medium,City_C,1,Online Courses,0,3.158574022518221
47,Male,Master's,28,Analyst,IT,Nurse,Medium,City_C,1,Online Courses,0,8.761074507674884
55,Male,High School,28,Analyst,Education,Nurse,Low,City_C,1,Online Courses,0,26.63442240559836
55,Female,Ph.D.,27,Analyst,Healthcare,Financial Analyst,High,City_B,1,Certifications,0,8.355648354297895
50,Female,Ph.D.,1,Analyst,Healthcare,Teacher,Medium,City_C,1,Certifications,0,6.864273120410247
25,Female,Bachelor's,19,Analyst,Finance,Financial Analyst,High,City_C,1,Online Courses,0,4.815545565467351
38,Male,Bachelor's,28,Consultant,IT,Software Developer,High,City_C,1,Certifications,0,3.0526744549761133
56,Female,Ph.D.,27,Engineer,Healthcare,Teacher,Low,City_C,1,Certifications,1,25.479611925338208
34,Male,Bachelor's,20,Consultant,Education,Nurse,Low,City_A,1,Workshops,0,25.693519614577554
36,Female,High School,29,Consultant,Healthcare,Nurse,Low,City_B,1,Online Courses,0,14.56334668761169
50,Female,Ph.D.,17,Manager,Healthcare,Software Developer,Low,City_B,1,Certifications,1,13.850696354475467
50,Female,Bachelor's,5,Consultant,Finance,Teacher,Low,City_A,1,Certifications,1,3.9461098725911494
32,Male,Master's,26,Analyst,Education,Software Developer,Low,City_C,1,Online Courses,0,24.821715954764393
53,Male,Ph.D.,3,Analyst,Education,Software Developer,Medium,City_C,1,Workshops,0,7.920856001587659
23,Female,Ph.D.,2,Manager,Education,Financial Analyst,High,City_C,1,Online Courses,0,3.534722140181111
35,Male,Master's,3,Manager,Finance,Software Developer,Low,City_B,1,Workshops,1,1.128767408148112
41,Female,High School,8,Manager,Education,Teacher,Medium,City_B,1,Certifications,0,2.0634637468055463
43,Male,Master's,16,Manager,Education,Software Developer,High,City_B,1,Workshops,1,13.327254486234438
32,Male,Ph.D.,6,Manager,Healthcare,Teacher,Low,City_B,1,Workshops,0,8.529067317743845
48,Male,High School,13,Consultant,Healthcare,Nurse,Low,City_B,1,Online Courses,0,16.298190950534327
24,Female,Bachelor's,23,Manager,Education,Software Developer,Medium,City_A,1,Certifications,1,3.5667588365597838
38,Male,Bachelor's,28,Consultant,IT,Teacher,High,City_B,1,Online Courses,0,8.13578488392224
49,Male,Bachelor's,22,Engineer,IT,Nurse,Low,City_C,1,Online Courses,0,9.439637229058798
50,Female,Ph.D.,22,Manager,Education,Teacher,High,City_B,1,Certifications,0,11.938168693556221
42,Female,Master's,16,Manager,IT,Nurse,Medium,City_A,1,Online Courses,1,6.450208093276854
37,Female,High School,28,Consultant,Finance,Financial Analyst,Low,City_C,1,Online Courses,0,23.194089642941837
58,Female,Bachelor's,16,Engineer,Healthcare,Software Developer,High,City_A,1,Workshops,0,11.970301469370677
41,Male,High School,3,Consultant,Finance,Software Developer,Medium,City_C,1,Online Courses,1,3.1016067273393815
27,Male,Ph.D.,28,Consultant,Healthcare,Nurse,Medium,City_B,1,Certifications,1,12.397717416480084
40,Male,Bachelor's,13,Manager,IT,Financial Analyst,Low,City_A,1,Online Courses,0,4.482649715659635
26,Male,Ph.D.,14,Analyst,IT,Teacher,High,City_C,1,Workshops,0,13.443770551115255
24,Male,Master's,8,Analyst,Education,Financial Analyst,Low,City_B,1,Online Courses,1,4.434482961844528
22,Female,Ph.D.,12,Consultant,IT,Teacher,Low,City_C,1,Online Courses,0,23.426596347731806
59,Male,Ph.D.,23,Manager,IT,Teacher,High,City_A,1,Online Courses,0,3.9998603364871776
36,Male,Master's,23,Engineer,Education,Software Developer,High,City_A,1,Workshops,1,4.961194341559029
55,Male,High School,22,Analyst,Education,Nurse,High,City_A,1,Certifications,0,6.539395774083918
56,Female,Master's,21,Engineer,Healthcare,Software Developer,Medium,City_A,1,Certifications,0,12.894658666761444
46,Female,Master's,26,Analyst,IT,Software Developer,Medium,City_B,1,Workshops,1,9.53386355633918
45,Male,Ph.D.,8,Manager,Healthcare,Software Developer,High,City_C,1,Workshops,0,25.317319738776163
33,Female,High School,21,Consultant,Healthcare,Teacher,Medium,City_B,1,Online Courses,0,16.115176463113976
39,Female,Bachelor's,25,Engineer,Finance,Software Developer,Low,City_A,1,Certifications,0,18.16837414997385
36,Female,Master's,9,Engineer,IT,Teacher,High,City_C,1,Workshops,1,8.791864569071448
37,Female,High School,1,Consultant,IT,Nurse,Low,City_A,1,Certifications,0,11.604485836020599
48,Female,Master's,6,Engineer,Finance,Teacher,High,City_B,1,Online Courses,1,9.345360932142736
29,Female,Master's,23,Analyst,Healthcare,Teacher,Low,City_B,1,Workshops,1,1.5826398946883256
46,Female,Master's,19,Consultant,IT,Financial Analyst,High,City_B,1,Certifications,0,25.756663763709934
38,Male,Master's,23,Analyst,Healthcare,Software Developer,Low,City_C,1,Certifications,1,6.371094070129962
50,Male,Ph.D.,11,Analyst,Finance,Software Developer,High,City_C,1,Online Courses,0,20.2850855812395
29,Female,High School,11,Manager,Education,Software Developer,High,City_A,1,Workshops,0,5.17802649570279
36,Male,High School,23,Analyst,Healthcare,Software Developer,Medium,City_C,1,Certifications,0,22.85467090540609
48,Male,High School,13,Manager,IT,Financial Analyst,Low,City_C,1,Online Courses,1,4.642527803004421
28,Female,Master's,11,Engineer,Education,Financial Analyst,Medium,City_B,1,Certifications,0,18.287663387125534
24,Male,Ph.D.,18,Engineer,Healthcare,Financial Analyst,Low,City_A,1,Online Courses,0,38.555421968136386
50,Female,Master's,23,Manager,Healthcare,Financial Analyst,Medium,City_B,1,Certifications,0,25.644580009442468
45,Female,Master's,15,Analyst,Education,Software Developer,High,City_A,1,Certifications,1,23.700903514172392
24,Female,High School,1,Consultant,Education,Teacher,Medium,City_A,1,Online Courses,1,23.43270034830746
41,Male,Master's,21,Consultant,Education,Nurse,Medium,City_C,1,Workshops,0,12.98084418350415
36,Male,Bachelor's,25,Manager,IT,Financial Analyst,High,City_B,1,Online Courses,0,16.922570801431757
46,Male,Master's,7,Engineer,IT,Teacher,Medium,City_C,1,Workshops,0,8.589335325829683
51,Male,Bachelor's,23,Engineer,Healthcare,Financial Analyst,High,City_C,1,Certifications,0,1.2455888558550905
35,Female,Master's,27,Consultant,Healthcare,Software Developer,Low,City_C,1,Certifications,1,3.0716315098413194
28,Female,Ph.D.,13,Manager,Finance,Software Developer,Medium,City_A,1,Online Courses,1,9.144265783098403
38,Male,Ph.D.,12,Consultant,IT,Teacher,High,City_B,1,Online Courses,1,6.759067924749267
41,Female,High School,18,Analyst,Healthcare,Teacher,High,City_B,1,Workshops,1,3.0416238595095075
57,Female,Master's,24,Analyst,Education,Teacher,Medium,City_C,1,Workshops,1,27.133964462551376
30,Male,Bachelor's,19,Manager,Education,Software Developer,Low,City_A,1,Workshops,1,8.763562915834875
59,Female,Bachelor's,15,Manager,IT,Software Developer,Medium,City_B,1,Online Courses,1,10.935543003802266
43,Male,Master's,8,Analyst,Education,Nurse,High,City_B,1,Certifications,0,3.3051798186590373
23,Female,Bachelor's,19,Engineer,Finance,Teacher,Low,City_C,1,Online Courses,0,4.78459322268879
45,Male,Ph.D.,10,Manager,Healthcare,Nurse,Medium,City_A,1,Certifications,0,12.631881541030204
29,Female,Bachelor's,7,Analyst,Healthcare,Financial Analyst,High,City_C,1,Online Courses,0,7.939066947488969
32,Female,High School,18,Analyst,Healthcare,Nurse,Medium,City_B,1,Online Courses,0,19.013765772103774
34,Male,Ph.D.,16,Engineer,IT,Financial Analyst,Low,City_A,1,Workshops,0,17.437959811498825
38,Male,Ph.D.,20,Engineer,Education,Financial Analyst,Low,City_C,1,Certifications,1,19.221066610543765
29,Male,Ph.D.,27,Engineer,Finance,Nurse,Low,City_B,1,Online Courses,0,3.9335638955899173
42,Male,Master's,6,Engineer,IT,Teacher,Low,City_C,1,Online Courses,1,2.410049209127662
39,Female,Master's,27,Consultant,Healthcare,Financial Analyst,Low,City_C,1,Certifications,0,7.378590993083783
51,Female,Ph.D.,9,Engineer,Finance,Teacher,Medium,City_C,1,Online Courses,1,29.15208742232342
39,Male,Master's,21,Consultant,Healthcare,Software Developer,Low,City_A,1,Certifications,1,8.69127191928533
52,Female,Bachelor's,13,Manager,Healthcare,Financial Analyst,Low,City_B,1,Workshops,0,1.7304332421224347
59,Male,Master's,25,Analyst,IT,Software Developer,High,City_B,1,Workshops,0,22.72273060856262
53,Male,Master's,21,Consultant,Healthcare,Nurse,Low,City_B,1,Certifications,0,3.6396518788793997
32,Female,Ph.D.,26,Manager,Finance,Teacher,High,City_B,1,Workshops,0,13.414641522260993
46,Female,High School,8,Manager,Healthcare,Nurse,High,City_A,1,Certifications,0,27.40655187409384
54,Male,High School,16,Consultant,Education,Financial Analyst,High,City_C,1,Online Courses,1,18.393898469991942
59,Male,High School,13,Manager,Healthcare,Software Developer,Medium,City_B,1,Online Courses,0,7.455445202686024
29,Male,Bachelor's,13,Manager,IT,Financial Analyst,Medium,City_A,1,Certifications,1,20.081420077133465
32,Female,Master's,17,Consultant,Finance,Nurse,High,City_C,1,Online Courses,1,24.54707034151919
43,Female,High School,23,Manager,IT,Teacher,Medium,City_A,1,Workshops,1,19.58484750078661
45,Female,Ph.D.,20,Engineer,Education,Teacher,Low,City_A,1,Online Courses,0,28.303952782838184
38,Female,High School,5,Engineer,Healthcare,Financial Analyst,Medium,City_B,1,Online Courses,0,17.26766741992993
33,Male,High School,22,Analyst,IT,Financial Analyst,Low,City_B,1,Certifications,0,27.181553889006853
53,Male,Master's,21,Manager,IT,Software Developer,Low,City_C,1,Workshops,0,3.510417777739189
36,Male,Master's,28,Analyst,IT,Nurse,Medium,City_C,1,Online Courses,0,14.268986644892186
37,Male,Master's,17,Engineer,IT,Financial Analyst,Medium,City_B,1,Online Courses,0,4.233492241881037
43,Male,Bachelor's,28,Engineer,Education,Software Developer,High,City_A,1,Certifications,1,1.0324381589945846
49,Male,Bachelor's,9,Engineer,Education,Financial Analyst,Medium,City_B,1,Certifications,0,11.113322921123983
41,Female,High School,2,Manager,Healthcare,Teacher,Medium,City_C,1,Workshops,1,29.978859239610355
54,Female,Master's,25,Manager,Healthcare,Software Developer,Medium,City_A,1,Online Courses,1,2.15711438142672
31,Male,High School,26,Engineer,Finance,Software Developer,Low,City_A,1,Certifications,0,13.205331980811739
53,Male,Ph.D.,18,Analyst,Education,Financial Analyst,Low,City_A,1,Certifications,0,14.74335362597193
54,Female,Ph.D.,9,Analyst,IT,Nurse,Low,City_B,1,Certifications,0,23.848909624830938
23,Female,Master's,6,Consultant,IT,Teacher,High,City_B,1,Workshops,0,4.439973408606019
54,Female,Master's,11,Engineer,Finance,Nurse,High,City_C,1,Certifications,0,9.088054800072742
54,Female,Ph.D.,25,Analyst,IT,Software Developer,High,City_A,1,Workshops,0,3.1956713327670694
34,Male,Master's,29,Engineer,Finance,Nurse,Low,City_A,1,Workshops,1,3.5719201019791167
51,Male,Bachelor's,6,Analyst,Healthcare,Software Developer,Medium,City_B,1,Online Courses,1,21.960367296732734
54,Male,Bachelor's,6,Consultant,Education,Nurse,High,City_C,1,Online Courses,1,13.43632356602554
34,Male,Master's,13,Consultant,Finance,Financial Analyst,High,City_C,1,Workshops,1,12.08486397769555
47,Male,Ph.D.,11,Engineer,IT,Nurse,Low,City_A,1,Online Courses,1,38.74934375627489
43,Female,High School,14,Analyst,Finance,Software Developer,High,City_B,1,Online Courses,1,25.5819587958634
23,Male,Master's,2,Manager,Healthcare,Teacher,Medium,City_A,1,Certifications,0,20.01858808833011
59,Female,Master's,8,Consultant,IT,Teacher,Low,City_B,1,Online Courses,0,17.276654205367706
47,Male,High School,3,Engineer,Healthcare,Teacher,Low,City_C,1,Workshops,0,18.640854270529527
36,Male,Master's,23,Engineer,Healthcare,Software Developer,Medium,City_A,1,Online Courses,1,32.937204480344434
55,Male,High School,21,Analyst,Finance,Nurse,Medium,City_A,1,Certifications,1,4.139115296788189
32,Male,Ph.D.,3,Engineer,Healthcare,Teacher,Medium,City_A,1,Workshops,1,7.823246153583589
24,Male,Bachelor's,1,Consultant,IT,Teacher,High,City_C,1,Online Courses,0,1.3035709671194708
27,Female,Ph.D.,24,Engineer,Healthcare,Teacher,Medium,City_A,1,Workshops,0,17.6837830410796
30,Female,Bachelor's,19,Engineer,Healthcare,Financial Analyst,Low,City_C,1,Online Courses,0,20.880245827262197
27,Female,High School,18,Manager,Finance,Software Developer,Medium,City_B,1,Certifications,1,22.25971724127377
30,Male,Bachelor's,17,Manager,Healthcare,Software Developer,Low,City_C,1,Online Courses,1,19.36367792057534
52,Male,Ph.D.,20,Consultant,Education,Software Developer,Low,City_B,1,Workshops,1,26.202532700239182
53,Female,Bachelor's,29,Analyst,Finance,Software Developer,High,City_C,1,Workshops,0,1.5668011718796975
33,Male,High School,24,Manager,Finance,Software Developer,Medium,City_C,1,Workshops,1,8.860071768441397
29,Male,Bachelor's,13,Analyst,IT,Financial Analyst,High,City_A,1,Online Courses,0,30.445789466223438
29,Female,Master's,3,Consultant,IT,Nurse,Medium,City_C,1,Online Courses,0,25.021790608847716
49,Male,Ph.D.,1,Manager,IT,Financial Analyst,Medium,City_A,1,Online Courses,0,20.320728000612917
41,Female,Master's,4,Analyst,IT,Teacher,Medium,City_B,1,Certifications,0,29.128015588668333
28,Male,High School,25,Manager,Education,Financial Analyst,Medium,City_B,1,Certifications,0,15.329338824184052
32,Female,Bachelor's,13,Consultant,Finance,Software Developer,Medium,City_A,1,Certifications,0,15.352963247336984
41,Male,Master's,17,Consultant,Healthcare,Financial Analyst,Low,City_B,1,Workshops,0,27.779045113812803
37,Male,Master's,28,Manager,IT,Software Developer,Low,City_C,1,Workshops,1,25.44452746771359
25,Female,Bachelor's,11,Analyst,IT,Financial Analyst,Medium,City_A,1,Workshops,0,28.53091082871255
27,Male,Bachelor's,2,Engineer,IT,Software Developer,Low,City_A,1,Workshops,1,11.26260320648906
43,Male,Ph.D.,25,Engineer,Healthcare,Teacher,High,City_A,1,Workshops,0,22.555141545231933
47,Female,Master's,16,Manager,IT,Software Developer,High,City_B,1,Online Courses,0,5.143427878833798
24,Male,Master's,2,Analyst,Healthcare,Financial Analyst,High,City_B,1,Workshops,0,20.077943965851652
35,Female,High School,29,Engineer,Finance,Teacher,Medium,City_C,1,Online Courses,1,4.807949331486968
32,Male,Ph.D.,19,Consultant,Finance,Financial Analyst,Medium,City_C,1,Certifications,0,3.2707642668277424
39,Male,High School,23,Analyst,Finance,Teacher,Low,City_A,1,Certifications,0,9.850736037397851
33,Male,Master's,19,Engineer,Education,Nurse,Low,City_C,1,Certifications,1,3.7349881117373966
44,Male,High School,25,Analyst,Healthcare,Nurse,Low,City_B,1,Certifications,1,3.9135180788821753
33,Female,Master's,16,Manager,IT,Nurse,High,City_C,1,Certifications,1,9.9072358100787
34,Male,Master's,22,Analyst,IT,Financial Analyst,High,City_B,1,Workshops,1,16.4567555546262
46,Female,High School,19,Engineer,IT,Financial Analyst,High,City_C,1,Workshops,0,13.378881829031698
40,Male,High School,9,Manager,IT,Teacher,High,City_B,1,Workshops,0,9.422314826344538
57,Male,Bachelor's,1,Analyst,Education,Teacher,Low,City_B,1,Certifications,1,5.606154948478768
29,Male,Bachelor's,10,Consultant,IT,Teacher,Medium,City_C,1,Certifications,0,1.0226958553253804
50,Male,Bachelor's,19,Engineer,Education,Teacher,Medium,City_C,1,Online Courses,1,4.375530497017956
53,Female,Master's,1,Manager,Healthcare,Software Developer,High,City_B,1,Workshops,1,2.0041209314634436
39,Female,High School,2,Analyst,Finance,Nurse,Medium,City_A,1,Certifications,1,4.745688948403261
27,Female,Ph.D.,16,Consultant,IT,Software Developer,Medium,City_C,1,Certifications,0,8.110240854780562
39,Female,Master's,12,Engineer,Finance,Software Developer,Medium,City_B,1,Certifications,1,4.948403939954204
40,Male,Ph.D.,8,Consultant,Healthcare,Software Developer,High,City_C,1,Online Courses,0,4.887326092113303
43,Female,High School,23,Analyst,Healthcare,Software Developer,Low,City_C,1,Certifications,0,6.01110529226962
58,Female,Master's,18,Analyst,IT,Nurse,Low,City_C,1,Online Courses,0,6.235215262729122
53,Male,Ph.D.,2,Manager,Healthcare,Software Developer,Medium,City_C,1,Online Courses,1,8.706666779190742
24,Male,Ph.D.,25,Consultant,Finance,Teacher,Low,City_C,1,Workshops,0,23.24743248792498
49,Male,Bachelor's,29,Manager,IT,Financial Analyst,Low,City_A,1,Certifications,1,22.97651753001228
31,Male,Bachelor's,13,Engineer,Education,Teacher,High,City_A,1,Online Courses,0,6.093403738228425
56,Female,Bachelor's,6,Manager,IT,Financial Analyst,High,City_A,1,Certifications,0,3.7047659474543226
50,Female,Master's,21,Engineer,Finance,Teacher,Medium,City_B,1,Workshops,0,29.229417690494984
36,Male,High School,26,Analyst,IT,Teacher,Medium,City_A,1,Workshops,1,20.687288577187587
54,Male,High School,6,Analyst,IT,Financial Analyst,Medium,City_A,1,Online Courses,1,6.60423918357978
28,Male,Bachelor's,9,Consultant,Finance,Nurse,High,City_B,1,Workshops,1,3.0773055822395423
33,Female,Bachelor's,16,Engineer,IT,Software Developer,Low,City_A,1,Workshops,1,9.283002055050407
51,Female,Bachelor's,11,Analyst,IT,Teacher,High,City_C,1,Workshops,0,6.174213257601103
42,Male,Ph.D.,7,Consultant,Finance,Nurse,High,City_A,1,Certifications,0,24.724751934302358
52,Male,Bachelor's,10,Consultant,Healthcare,Software Developer,Low,City_A,1,Certifications,1,24.644351201057226
45,Female,Ph.D.,10,Manager,Finance,Nurse,Low,City_A,1,Online Courses,1,25.027480145808276
41,Male,High School,25,Consultant,IT,Nurse,Medium,City_C,1,Online Courses,1,1.2052689461886077
58,Male,Master's,20,Analyst,Education,Software Developer,Low,City_C,1,Workshops,1,14.478162630822286
25,Female,Master's,18,Manager,Education,Teacher,Low,City_C,1,Workshops,0,8.758058250417292
49,Male,Master's,28,Engineer,Finance,Nurse,Low,City_C,1,Online Courses,1,1.3294874425798078
41,Female,Master's,24,Engineer,Education,Teacher,Low,City_B,1,Workshops,1,4.925323899241704
45,Male,Ph.D.,20,Analyst,IT,Teacher,Medium,City_C,1,Online Courses,0,2.05810363425905
53,Male,Ph.D.,29,Analyst,IT,Teacher,Medium,City_C,1,Certifications,1,17.06346924419411
57,Female,Bachelor's,9,Manager,Finance,Software Developer,Low,City_C,1,Workshops,0,8.549664258379396
55,Female,Ph.D.,15,Manager,IT,Financial Analyst,Low,City_C,1,Workshops,1,10.191234257009565
57,Male,Bachelor's,4,Analyst,Healthcare,Teacher,Medium,City_B,1,Workshops,0,25.95893541784845
23,Female,Bachelor's,8,Analyst,IT,Financial Analyst,Medium,City_A,1,Certifications,1,21.428971314961572
36,Male,Master's,9,Engineer,Finance,Financial Analyst,Low,City_A,1,Certifications,1,29.721970269603982
55,Male,Ph.D.,13,Engineer,Healthcare,Nurse,High,City_C,1,Workshops,1,7.383358844015501
57,Female,Ph.D.,9,Engineer,Healthcare,Teacher,Medium,City_C,1,Online Courses,1,4.796189373560778
27,Male,Bachelor's,26,Analyst,Education,Teacher,Medium,City_C,1,Certifications,1,11.012906528874527
33,Male,Bachelor's,4,Consultant,IT,Teacher,Medium,City_A,1,Workshops,0,27.66305972743664
24,Female,High School,17,Analyst,Finance,Financial Analyst,Low,City_A,1,Workshops,1,6.187642240918526
39,Female,High School,16,Analyst,Education,Software Developer,Low,City_C,1,Certifications,0,7.357412889127375
42,Male,Bachelor's,15,Engineer,Education,Financial Analyst,Medium,City_A,1,Online Courses,0,38.00554054255383
36,Female,High School,3,Analyst,IT,Teacher,Low,City_B,1,Workshops,0,3.013234882882427
54,Female,High School,25,Manager,IT,Teacher,Low,City_C,1,Online Courses,0,7.5120336279497675
56,Female,Bachelor's,20,Analyst,Finance,Teacher,Medium,City_C,1,Online Courses,1,6.470413949272491
47,Female,Bachelor's,5,Analyst,Education,Financial Analyst,Low,City_B,1,Certifications,1,29.67678017081549
29,Male,Ph.D.,23,Analyst,Finance,Teacher,High,City_B,1,Workshops,1,6.616188459950175
57,Male,Bachelor's,5,Analyst,Education,Nurse,Low,City_A,1,Workshops,1,2.8745702745781028
51,Male,Bachelor's,20,Consultant,Education,Teacher,Low,City_B,1,Online Courses,0,8.145448358787608
44,Female,Master's,15,Analyst,Education,Software Developer,Medium,City_C,1,Certifications,0,9.533465245182752
35,Female,Ph.D.,18,Manager,IT,Nurse,Medium,City_A,1,Certifications,0,9.019928297509324
35,Female,Ph.D.,15,Manager,Education,Teacher,High,City_B,1,Certifications,1,29.255730176561404
23,Female,Ph.D.,2,Analyst,Education,Nurse,Low,City_A,1,Online Courses,1,4.654051959538683
58,Female,Master's,29,Engineer,Education,Teacher,High,City_A,1,Online Courses,1,8.27562069817805
26,Female,Bachelor's,13,Consultant,Healthcare,Software Developer,High,City_A,1,Workshops,1,6.356054177421434
59,Female,Ph.D.,4,Analyst,IT,Teacher,Medium,City_A,1,Certifications,0,23.731618560425755
35,Male,Ph.D.,10,Analyst,Healthcare,Nurse,Low,City_B,1,Online Courses,1,14.406420574248566
46,Male,High School,13,Analyst,IT,Software Developer,Medium,City_C,1,Certifications,1,5.824224648793457
41,Female,Ph.D.,10,Engineer,Finance,Financial Analyst,High,City_C,1,Online Courses,0,5.634448116285789
23,Female,Bachelor's,29,Engineer,Healthcare,Software Developer,High,City_B,1,Workshops,0,17.48211474633011
27,Female,Bachelor's,9,Engineer,Finance,Software Developer,Medium,City_C,1,Certifications,1,1.6247526273112387
38,Male,High School,8,Consultant,Education,Software Developer,Medium,City_A,1,Online Courses,1,31.93920573691056
46,Male,Ph.D.,3,Manager,Finance,Nurse,Medium,City_A,1,Certifications,0,9.219198032052702
49,Female,Ph.D.,16,Consultant,Finance,Software Developer,Medium,City_A,1,Online Courses,1,4.675479940159306
23,Female,Ph.D.,14,Engineer,Finance,Teacher,Medium,City_B,1,Online Courses,0,10.024868777322041
56,Male,Master's,9,Manager,Finance,Software Developer,High,City_A,1,Online Courses,0,8.608482528332157
58,Male,Ph.D.,21,Manager,IT,Software Developer,Medium,City_A,1,Certifications,1,6.4832167933820015
26,Male,Bachelor's,11,Engineer,Healthcare,Teacher,Low,City_B,1,Online Courses,0,10.19461920311046
22,Male,Bachelor's,3,Engineer,IT,Teacher,High,City_A,1,Workshops,1,3.668809864193312
33,Female,Master's,5,Consultant,IT,Financial Analyst,High,City_A,1,Certifications,1,22.134953806510612
57,Male,Master's,29,Engineer,IT,Software Developer,Low,City_C,1,Workshops,1,2.492469784355444
44,Male,Ph.D.,10,Manager,Finance,Nurse,Low,City_B,1,Workshops,1,25.559722374410146
52,Female,High School,13,Analyst,IT,Software Developer,High,City_A,1,Certifications,0,18.50916665268868
32,Male,Master's,4,Engineer,Healthcare,Software Developer,Medium,City_A,1,Online Courses,1,25.09635247288763
31,Male,Master's,24,Engineer,IT,Teacher,High,City_A,1,Workshops,1,29.528312485476572
24,Male,Ph.D.,13,Consultant,Education,Financial Analyst,High,City_A,1,Certifications,0,7.034622387568908
35,Female,Ph.D.,12,Consultant,Finance,Software Developer,Low,City_C,1,Online Courses,1,24.353846210826646
37,Male,Master's,5,Engineer,Education,Nurse,High,City_C,1,Certifications,1,12.863126233281438
31,Female,High School,10,Manager,Healthcare,Software Developer,Medium,City_C,1,Certifications,1,1.8201895591041977
50,Female,Master's,28,Manager,Healthcare,Nurse,Low,City_C,1,Certifications,1,18.840552168608475
31,Male,Ph.D.,24,Analyst,Healthcare,Teacher,High,City_B,1,Online Courses,0,5.579393036418955
33,Male,Ph.D.,9,Engineer,Healthcare,Financial Analyst,High,City_A,1,Workshops,0,9.297062223189783
51,Male,Master's,20,Consultant,IT,Software Developer,Medium,City_C,1,Workshops,1,8.736108299300025
22,Male,High School,7,Manager,Finance,Financial Analyst,High,City_A,1,Certifications,0,21.180130779717803
26,Female,Master's,2,Analyst,Healthcare,Software Developer,High,City_B,1,Certifications,0,23.27426505040388
41,Male,Master's,22,Engineer,Education,Nurse,High,City_A,1,Online Courses,0,7.082333797744828
29,Male,Ph.D.,24,Manager,Healthcare,Financial Analyst,High,City_A,1,Certifications,0,27.42264242164336
33,Male,High School,28,Engineer,Finance,Software Developer,Medium,City_C,1,Certifications,1,13.702817700840711
22,Female,Bachelor's,23,Engineer,Education,Teacher,High,City_C,1,Certifications,0,14.507248506406476
41,Male,High School,7,Manager,Education,Nurse,High,City_B,1,Workshops,1,23.226996801661258
49,Male,Master's,8,Manager,Education,Financial Analyst,High,City_A,1,Certifications,1,4.474611401065532
58,Female,Master's,7,Manager,IT,Software Developer,Low,City_C,1,Workshops,0,4.982834941995641
58,Female,Master's,21,Engineer,Healthcare,Financial Analyst,Medium,City_C,1,Online Courses,1,5.712405157533136
33,Male,High School,23,Engineer,IT,Software Developer,Low,City_C,1,Online Courses,0,2.1555655462202643
58,Male,Ph.D.,29,Analyst,Education,Nurse,Low,City_B,1,Workshops,1,22.3410849220842
49,Male,Master's,14,Consultant,IT,Teacher,Medium,City_A,1,Workshops,1,12.70764086618912
36,Male,Master's,26,Engineer,IT,Nurse,Low,City_C,1,Workshops,0,9.817013173801591
27,Male,High School,19,Consultant,IT,Financial Analyst,Low,City_A,1,Workshops,1,26.208198654700603
41,Female,Bachelor's,5,Manager,Healthcare,Financial Analyst,Low,City_B,1,Certifications,0,21.367100919732415
35,Female,Bachelor's,23,Engineer,Education,Software Developer,Medium,City_A,1,Workshops,1,9.021636340330575
23,Male,Ph.D.,25,Analyst,Education,Nurse,High,City_C,1,Workshops,1,5.344390416152276
30,Male,Ph.D.,18,Analyst,Healthcare,Software Developer,Medium,City_A,1,Workshops,0,14.853887969114691
58,Female,Master's,20,Consultant,IT,Nurse,Medium,City_A,1,Certifications,0,4.45807484235414
41,Male,High School,12,Manager,IT,Financial Analyst,Medium,City_B,1,Certifications,0,2.0428119477224724
